no_spm;sum(jumlah_debet)
00044/PTN/SPM-LS PGW/MEI/2017;1325000
00044/PTN/SPM-LSK/OKT/2017;138186000
00044/PTN/SPM-LSNK/SEP/2017;17250000
00044/W11/SPM-LSNK/DES/2017;15000000
00044/W12/SPM-LSNK/DES/2017;9835000
00044/W23/SPM-LS PGW/APR/2017;204356529
00044/W23/SPM-LSK/OKT/2017;487881000
00044/W23/SPM-LSNK/OKT/2017;23940000
00045/FEB/SPM-LSK/DES/2017;57612500
00045/FHU/SPM-LSK/DES/2017;34793800
00045/FSM/SPM-LSNK/DES/2017;3600000
00045/FTE/SPM-LSK/OKT/2017;31162000
00045/FTE/SPM-LSNK/NOV/2017;700000
00045/PTN/SPM-LS PGW/MEI/2017;1350000
00045/PTN/SPM-LSK/OKT/2017;216000000
00045/PTN/SPM-LSNK/SEP/2017;29750000
00045/W11/SPM-LSNK/DES/2017;12730000
00045/W12/SPM-LSNK/DES/2017;9870000
00045/W23/SPM-LS PGW/MEI/2017;25452632
00045/W23/SPM-LSK/OKT/2017;535955500
00045/W23/SPM-LSNK/OKT/2017;12670000
00046/FEB/SPM-LSK/DES/2017;40050000
00046/FHU/SPM-LSK/DES/2017;31475000
00046/FSM/SPM-LSNK/DES/2017;6800000
00046/FTE/SPM-LSK/OKT/2017;30984000
00046/FTE/SPM-LSNK/NOV/2017;43081340
00046/PTN/SPM-LS PGW/MEI/2017;2225000
00046/PTN/SPM-LSK/OKT/2017;281656500
00046/PTN/SPM-LSNK/SEP/2017;8582955
00046/W11/SPM-LSNK/DES/2017;18750000
00046/W12/SPM-LSNK/DES/2017;9785000
00046/W23/SPM-LS PGW/MEI/2017;1540526
00046/W23/SPM-LSK/OKT/2017;94270000
00047/FEB/SPM-LSK/DES/2017;67802400
00047/FHU/SPM-LSK/DES/2017;34793800
00047/FSM/SPM-LSNK/DES/2017;42300000
00047/FTE/SPM-LSNK/NOV/2017;20000000
00047/PTN/SPM-LS PGW/MEI/2017;9825000
00047/PTN/SPM-LSK/OKT/2017;208355000
00047/PTN/SPM-LSNK/SEP/2017;4749998
00047/W11/SPM-LSNK/DES/2017;11987500
00047/W12/SPM-LSNK/DES/2017;15300000
00047/W23/SPM-LS PGW/MEI/2017;5000000
00047/W23/SPM-LSK/OKT/2017;104341000
00047/W23/SPM-LSNK/OKT/2017;12500000
00048/FEB/SPM-LSK/DES/2017;50546100
00048/FHU/SPM-LSK/DES/2017;31475000
00048/FSM/SPM-LSNK/DES/2017;34662515
00048/FTE/SPM-LSK/OKT/2017;24922500
00048/FTE/SPM-LSNK/NOV/2017;22100000
00048/PTN/SPM-LS PGW/MEI/2017;2625000
00048/PTN/SPM-LSK/OKT/2017;216000000
00048/PTN/SPM-LSNK/SEP/2017;13599999
00048/W11/SPM-LSNK/DES/2017;36000000
00048/W12/SPM-LSNK/DES/2017;33384000
00048/W23/SPM-LS PGW/MEI/2017;5316471
00048/W23/SPM-LSK/OKT/2017;803735800
00048/W23/SPM-LSNK/OKT/2017;1260000
00049/FEB/SPM-LSK/DES/2017;44000000
00049/FHU/SPM-LSK/DES/2017;7634000
00049/FSM/SPM-LSNK/DES/2017;22813550
00049/FTE/SPM-LSK/OKT/2017;33194000
00049/FTE/SPM-LSNK/NOV/2017;55000000
00049/PTN/SPM-LS PGW/MEI/2017;6175000
00049/PTN/SPM-LSK/OKT/2017;122883340
00049/PTN/SPM-LSNK/SEP/2017;93380000
00049/W11/SPM-LSNK/DES/2017;900000
00049/W12/SPM-LSNK/DES/2017;33384000
00049/W23/SPM-LS PGW/MEI/2017;6587785646
00049/W23/SPM-LSK/OKT/2017;204232000
00049/W23/SPM-LSNK/OKT/2017;241542420
00050/FEB/SPM-LSK/DES/2017;58070000
00050/FHU/SPM-LSK/DES/2017;9130000
00050/FSM/SPM-LSNK/DES/2017;14400000
00050/FTE/SPM-LSK/OKT/2017;42388500
00050/FTE/SPM-LSNK/NOV/2017;45000000
00050/PTN/SPM-LS PGW/MEI/2017;6850000
00050/PTN/SPM-LSK/OKT/2017;122883340
00050/PTN/SPM-LSNK/OKT/2017;6432000
00050/W11/SPM-LSNK/DES/2017;4550000
00050/W12/SPM-LSNK/DES/2017;15139500
00050/W23/SPM-LS PGW/MEI/2017;2937728060
00050/W23/SPM-LSK/OKT/2017;38890000
00050/W23/SPM-LSNK/OKT/2017;15270000
00051/FEB/SPM-LSK/DES/2017;7101600
00051/FHU/SPM-LSK/DES/2017;180067800
00051/FSM/SPM-LSNK/DES/2017;167777200
00051/FTE/SPM-LSK/OKT/2017;46257000
00051/FTE/SPM-LSNK/NOV/2017;10000000
00051/PTN/SPM-LS PGW/MEI/2017;3400000
00051/PTN/SPM-LSK/OKT/2017;80648700
00051/PTN/SPM-LSNK/OKT/2017;19200000
00051/W12/SPM-LSNK/DES/2017;49800000
00051/W23/SPM-LS PGW/MEI/2017;3398732923
00051/W23/SPM-LSK/OKT/2017;1461325000
00051/W23/SPM-LSNK/OKT/2017;22687500
00052/FEB/SPM-LSK/DES/2017;197914000
00052/FHU/SPM-LSK/DES/2017;97453000
00052/FSM/SPM-LSNK/DES/2017;140000000
00052/FTE/SPM-LSK/OKT/2017;41506000
00052/FTE/SPM-LSNK/NOV/2017;23400000
00052/PTN/SPM-LS PGW/MEI/2017;87225000
00052/PTN/SPM-LSK/OKT/2017;67606281
00052/PTN/SPM-LSNK/OKT/2017;14121850
00052/W12/SPM-LSNK/DES/2017;160000000
00052/W23/SPM-LS PGW/MEI/2017;205460080
00052/W23/SPM-LSK/OKT/2017;216677462
00052/W23/SPM-LSNK/OKT/2017;5735140
00053/FEB/SPM-LSK/DES/2017;13695000
00053/FSM/SPM-LSNK/DES/2017;124000000
00053/FTE/SPM-LSK/OKT/2017;30622500
00053/FTE/SPM-LSNK/NOV/2017;125000000
00053/PTN/SPM-LS PGW/MEI/2017;12150000
00053/PTN/SPM-LSK/OKT/2017;32286247
00053/PTN/SPM-LSNK/OKT/2017;762599
00053/W12/SPM-LSNK/DES/2017;6700000
00053/W23/SPM-LS PGW/MEI/2017;39874155
00053/W23/SPM-LSK/OKT/2017;159900000
00053/W23/SPM-LSNK/OKT/2017;12549700
00054/FEB/SPM-LSK/DES/2017;22500000
00054/FSM/SPM-LSNK/DES/2017;17200000
00054/FTE/SPM-LSK/OKT/2017;33194000
00054/FTE/SPM-LSNK/NOV/2017;32130000
00054/PTN/SPM-LS PGW/MEI/2017;21178000
00054/PTN/SPM-LSK/OKT/2017;53300000
00054/PTN/SPM-LSNK/OKT/2017;434500
00054/W12/SPM-LSNK/DES/2017;6500000
00054/W23/SPM-LS PGW/MEI/2017;298388100
00054/W23/SPM-LSK/OKT/2017;26999000
00054/W23/SPM-LSNK/OKT/2017;787113600
00055/FEB/SPM-LSK/DES/2017;58410000
00055/FSM/SPM-LSNK/DES/2017;84000000
00055/FTE/SPM-LSK/OKT/2017;48499000
00055/FTE/SPM-LSNK/NOV/2017;40000000
00055/PTN/SPM-LS PGW/MEI/2017;51500000
00055/PTN/SPM-LSK/OKT/2017;113516000
00055/PTN/SPM-LSNK/OKT/2017;1548802
00055/W12/SPM-LSNK/DES/2017;5325000
00055/W23/SPM-LS PGW/JUN/2017;2913921710
00055/W23/SPM-LSK/OKT/2017;333959040
00055/W23/SPM-LSNK/OKT/2017;5830000
00056/FSM/SPM-LSNK/DES/2017;10000000
00056/FTE/SPM-LSK/OKT/2017;25967500
00056/FTE/SPM-LSNK/NOV/2017;50000000
00056/PTN/SPM-LS PGW/MEI/2017;15875000
00056/PTN/SPM-LSK/OKT/2017;208355000
00056/PTN/SPM-LSNK/OKT/2017;30460000
00056/W12/SPM-LSNK/DES/2017;20100000
00056/W23/SPM-LS PGW/JUN/2017;3398732923
00056/W23/SPM-LSK/OKT/2017;92925000
00056/W23/SPM-LSNK/OKT/2017;5100000
00057/FEB/SPM-LSK/DES/2017;35580000
00057/FSM/SPM-LSNK/DES/2017;14400000
00057/FTE/SPM-LSK/OKT/2017;46581500
00057/FTE/SPM-LSNK/NOV/2017;297000000
00057/PTN/SPM-LS PGW/MEI/2017;12750000
00057/PTN/SPM-LSK/OKT/2017;208355000
00057/PTN/SPM-LSNK/OKT/2017;34020660
00057/W12/SPM-LSNK/DES/2017;33500000
00057/W23/SPM-LS PGW/JUN/2017;6579206001
00057/W23/SPM-LSK/OKT/2017;185400006
00057/W23/SPM-LSNK/OKT/2017;20425000
00058/FSM/SPM-LSNK/DES/2017;14000000
00058/FTE/SPM-LSK/OKT/2017;25967500
00058/FTE/SPM-LSNK/NOV/2017;40000000
00058/PTN/SPM-LS PGW/MEI/2017;28450000
00058/PTN/SPM-LSK/OKT/2017;63953070
00058/PTN/SPM-LSNK/OKT/2017;1350516564
00058/W12/SPM-LSNK/DES/2017;450000000
00058/W23/SPM-LSK/OKT/2017;190707000
00058/W23/SPM-LSNK/OKT/2017;21750000
00059/FSM/SPM-LSNK/DES/2017;9400000
00059/FTE/SPM-LSK/OKT/2017;31162000
00059/FTE/SPM-LSNK/NOV/2017;48902000
00059/PTN/SPM-LS PGW/MEI/2017;1551600
00059/PTN/SPM-LSK/NOV/2017;160547000
00059/PTN/SPM-LSNK/OKT/2017;4216130
00059/W12/SPM-LSNK/DES/2017;25200000
00059/W23/SPM-LS PGW/JUN/2017;8074781580
00059/W23/SPM-LSK/OKT/2017;733563880
00059/W23/SPM-LSNK/OKT/2017;90578272
00060/FSM/SPM-LSNK/DES/2017;9200000
00060/FTE/SPM-LSK/OKT/2017;25870000
00060/FTE/SPM-LSNK/NOV/2017;140000000
00060/PTN/SPM-LS PGW/MEI/2017;99475000
00060/PTN/SPM-LSK/NOV/2017;104383500
00060/PTN/SPM-LSNK/OKT/2017;14435397
00060/W12/SPM-LSNK/DES/2017;8320000
00060/W23/SPM-LS PGW/JUN/2017;2935804656
00060/W23/SPM-LSK/OKT/2017;189680000
00060/W23/SPM-LSNK/OKT/2017;98482266
00061/FSM/SPM-LSNK/DES/2017;15500000
00061/FTE/SPM-LSK/OKT/2017;33194000
00061/FTE/SPM-LSNK/NOV/2017;96000000
00061/PTN/SPM-LS PGW/MEI/2017;4710000
00061/PTN/SPM-LSK/NOV/2017;71555605
00061/PTN/SPM-LSNK/OKT/2017;12725155
00061/W12/SPM-LSNK/DES/2017;36535000
00061/W23/SPM-LS PGW/JUN/2017;112567100
00061/W23/SPM-LSK/OKT/2017;24100000
00061/W23/SPM-LSNK/OKT/2017;240217022
00062/FSM/SPM-LSNK/DES/2017;30000000
00062/FTE/SPM-LSK/OKT/2017;25870000
00062/FTE/SPM-LSNK/NOV/2017;56000000
00062/PTN/SPM-LSK/NOV/2017;84728000
00062/PTN/SPM-LSNK/OKT/2017;5819631
00062/W12/SPM-LSNK/DES/2017;13500000
00062/W23/SPM-LS PGW/JUN/2017;204456780
00062/W23/SPM-LSK/OKT/2017;117750000
00062/W23/SPM-LSNK/OKT/2017;100445792
00063/FSM/SPM-LSNK/DES/2017;36000000
00063/FTE/SPM-LSK/OKT/2017;25870000
00063/FTE/SPM-LSNK/NOV/2017;61000000
00063/PTN/SPM-LS PGW/MEI/2017;2517800
00063/PTN/SPM-LSK/NOV/2017;11187000
00063/PTN/SPM-LSNK/OKT/2017;702647
00063/W12/SPM-LSNK/DES/2017;33280000
00063/W23/SPM-LSK/OKT/2017;137900000
00063/W23/SPM-LSNK/OKT/2017;241712771
00064/FSM/SPM-LSNK/DES/2017;16850000
00064/FTE/SPM-LSK/OKT/2017;69788000
00064/FTE/SPM-LSNK/NOV/2017;42000000
00064/PTN/SPM-LS PGW/MEI/2017;2517800
00064/PTN/SPM-LSK/NOV/2017;41715122
00064/PTN/SPM-LSNK/OKT/2017;518790
00064/W12/SPM-LSNK/DES/2017;8560000
00064/W23/SPM-LS PGW/JUL/2017;7974831
00064/W23/SPM-LSK/OKT/2017;149880000
00064/W23/SPM-LSNK/OKT/2017;99282179
00065/FSM/SPM-LSNK/DES/2017;31825000
00065/FTE/SPM-LSK/NOV/2017;24373950
00065/FTE/SPM-LSNK/NOV/2017;18000000
00065/PTN/SPM-LS PGW/MEI/2017;24034730
00065/PTN/SPM-LSK/NOV/2017;91147309
00065/PTN/SPM-LSNK/OKT/2017;18980000
00065/W12/SPM-LSNK/DES/2017;12030999
00065/W23/SPM-LS PGW/JUL/2017;7960000000
00065/W23/SPM-LSK/OKT/2017;101967000
00065/W23/SPM-LSNK/OKT/2017;156438931
00066/FSM/SPM-LSNK/DES/2017;19440000
00066/FTE/SPM-LSK/NOV/2017;173208000
00066/FTE/SPM-LSNK/NOV/2017;47000000
00066/PTN/SPM-LS PGW/MEI/2017;13281900
00066/PTN/SPM-LSK/NOV/2017;175620500
00066/PTN/SPM-LSNK/OKT/2017;23000000
00066/W23/SPM-LS PGW/JUL/2017;5390000000
00066/W23/SPM-LSK/OKT/2017;84000000
00067/FSM/SPM-LSNK/DES/2017;32890000
00067/FTE/SPM-LSK/NOV/2017;197706000
00067/FTE/SPM-LSNK/NOV/2017;6000000
00067/PTN/SPM-LS PGW/MEI/2017;348269160
00067/PTN/SPM-LSK/NOV/2017;33828300
00067/PTN/SPM-LSNK/OKT/2017;4442338
00067/W12/SPM-LSNK/DES/2017;45735500
00067/W23/SPM-LS PGW/JUL/2017;215000000
00067/W23/SPM-LSK/OKT/2017;66946000
00067/W23/SPM-LSNK/OKT/2017;676300800
00068/FSM/SPM-LSNK/DES/2017;35100000
00068/FTE/SPM-LSK/NOV/2017;89050000
00068/FTE/SPM-LSNK/NOV/2017;30000000
00068/PTN/SPM-LS PGW/MEI/2017;66017700
00068/PTN/SPM-LSK/NOV/2017;51733418
00068/PTN/SPM-LSNK/OKT/2017;37750000
00068/W12/SPM-LSNK/DES/2017;12500000
00068/W23/SPM-LSK/OKT/2017;100000000
00068/W23/SPM-LSNK/OKT/2017;22820000
00069/FSM/SPM-LSNK/DES/2017;17338000
00069/FTE/SPM-LSK/NOV/2017;130275400
00069/FTE/SPM-LSNK/NOV/2017;20000000
00069/PTN/SPM-LS PGW/MEI/2017;56299000
00069/PTN/SPM-LSK/NOV/2017;208355000
00069/PTN/SPM-LSNK/OKT/2017;1882100
00069/W12/SPM-LSNK/DES/2017;12000000
00069/W23/SPM-LS PGW/JUL/2017;73573164
00069/W23/SPM-LSK/OKT/2017;129409000
00069/W23/SPM-LSNK/OKT/2017;22820000
00070/FSM/SPM-LSNK/DES/2017;24000000
00070/FTE/SPM-LSK/DES/2017;22195850
00070/FTE/SPM-LSNK/NOV/2017;16000000
00070/PTN/SPM-LS PGW/MEI/2017;18640980
00070/PTN/SPM-LSK/NOV/2017;113516000
00070/PTN/SPM-LSNK/OKT/2017;8121490
00070/W12/SPM-LSNK/DES/2017;2284420
00070/W23/SPM-LS PGW/JUL/2017;267266101
00070/W23/SPM-LSK/OKT/2017;35000000
00070/W23/SPM-LSNK/OKT/2017;22820000
00071/FSM/SPM-LSNK/DES/2017;18900000
00071/FTE/SPM-LSK/DES/2017;38956500
00071/FTE/SPM-LSNK/DES/2017;120000000
00071/PTN/SPM-LS PGW/MEI/2017;7969140
00071/PTN/SPM-LSK/NOV/2017;41426000
00071/PTN/SPM-LSNK/OKT/2017;4229684
00071/W12/SPM-LSNK/DES/2017;3600000
00071/W23/SPM-LS PGW/JUL/2017;1188180466
00071/W23/SPM-LSK/OKT/2017;378890240
00071/W23/SPM-LSNK/OKT/2017;18933200
00072/FSM/SPM-LSNK/DES/2017;34980000
00072/FTE/SPM-LSK/DES/2017;90000000
00072/FTE/SPM-LSNK/DES/2017;28000000
00072/PTN/SPM-LS PGW/MEI/2017;42502080
00072/PTN/SPM-LSK/NOV/2017;50400000
00072/PTN/SPM-LSNK/OKT/2017;838805
00072/W23/SPM-LS PGW/JUL/2017;1295805978
00072/W23/SPM-LSK/OKT/2017;193537000
00072/W23/SPM-LSNK/OKT/2017;23252500
00073/FTE/SPM-LSK/DES/2017;121737000
00073/FTE/SPM-LSNK/DES/2017;35000000
00073/PTN/SPM-LS PGW/MEI/2017;32003870
00073/PTN/SPM-LSK/NOV/2017;53300000
00073/PTN/SPM-LSNK/OKT/2017;7774256
00073/W23/SPM-LS PGW/JUL/2017;991449113
00073/W23/SPM-LSK/OKT/2017;108860000
00073/W23/SPM-LSNK/OKT/2017;23252500
00074/FTE/SPM-LSK/DES/2017;38660000
00074/FTE/SPM-LSNK/DES/2017;30000000
00074/PTN/SPM-LS PGW/MEI/2017;66409500
00074/PTN/SPM-LSK/NOV/2017;89062116
00074/PTN/SPM-LSNK/OKT/2017;434500
00074/W23/SPM-LS PGW/JUL/2017;704022991
00074/W23/SPM-LSK/OKT/2017;20000000
00074/W23/SPM-LSNK/OKT/2017;43557500
00075/FSM/SPM-LSNK/DES/2017;10198905
00075/FTE/SPM-LSNK/DES/2017;22660000
00075/PTN/SPM-LS PGW/MEI/2017;16065590
00075/PTN/SPM-LSK/NOV/2017;80532496
00075/PTN/SPM-LSNK/OKT/2017;1086222
00075/W23/SPM-LS PGW/JUL/2017;7111765
00075/W23/SPM-LSK/OKT/2017;101500000
00075/W23/SPM-LSNK/OKT/2017;43557500
00076/FSM/SPM-LSNK/DES/2017;26519870
00076/FTE/SPM-LSNK/DES/2017;12779760
00076/PTN/SPM-LS PGW/MEI/2017;42502080
00076/PTN/SPM-LSK/NOV/2017;216000000
00076/PTN/SPM-LSNK/OKT/2017;32520270
00076/W23/SPM-LS PGW/JUL/2017;1706873365
00076/W23/SPM-LSK/OKT/2017;390730560
00076/W23/SPM-LSNK/OKT/2017;46832500
00077/FTE/SPM-LSNK/DES/2017;14960000
00077/PTN/SPM-LS PGW/MEI/2017;10766192
00077/PTN/SPM-LSK/NOV/2017;122883340
00077/PTN/SPM-LSNK/OKT/2017;4092450
00077/W23/SPM-LS PGW/JUL/2017;394271167
00077/W23/SPM-LSK/OKT/2017;511711600
00077/W23/SPM-LSNK/OKT/2017;23252500
00078/FTE/SPM-LSNK/DES/2017;18000000
00078/PTN/SPM-LS PGW/MEI/2017;298388100
00078/PTN/SPM-LSK/NOV/2017;122883340
00078/PTN/SPM-LSNK/OKT/2017;13190605
00078/W23/SPM-LS PGW/JUL/2017;120742716
00078/W23/SPM-LSK/OKT/2017;278150400
00078/W23/SPM-LSNK/OKT/2017;241712771
00079/FTE/SPM-LSNK/DES/2017;30000000
00079/PTN/SPM-LS PGW/MEI/2017;64250000
00079/PTN/SPM-LSK/NOV/2017;80648700
00079/PTN/SPM-LSNK/OKT/2017;13588935
00079/W23/SPM-LS PGW/JUL/2017;2437902733
00079/W23/SPM-LSK/OKT/2017;853500000
00079/W23/SPM-LSNK/OKT/2017;222584400
00080/FTE/SPM-LSNK/DES/2017;35000000
00080/PTN/SPM-LS PGW/MEI/2017;287134033
00080/PTN/SPM-LSK/NOV/2017;113742563
00080/PTN/SPM-LSNK/OKT/2017;1309195
00080/W23/SPM-LS PGW/JUL/2017;2027539000
00080/W23/SPM-LSK/OKT/2017;192194000
00080/W23/SPM-LSNK/OKT/2017;519363600
00081/FTE/SPM-LSNK/DES/2017;35000000
00081/PTN/SPM-LS PGW/MEI/2017;1317200
00081/PTN/SPM-LSK/NOV/2017;115480000
00081/PTN/SPM-LSNK/OKT/2017;9640000
00081/W23/SPM-LS PGW/AGU/2017;73573164
00081/W23/SPM-LSK/OKT/2017;199034600
00081/W23/SPM-LSNK/OKT/2017;5000000000
00082/FTE/SPM-LSNK/DES/2017;29250000
00082/PTN/SPM-LS PGW/MEI/2017;127000000
00082/PTN/SPM-LSK/NOV/2017;122883340
00082/PTN/SPM-LSNK/OKT/2017;1130092834
00082/W23/SPM-LS PGW/AGU/2017;265730048
00082/W23/SPM-LSK/OKT/2017;7358760000
00082/W23/SPM-LSNK/OKT/2017;4500000000
00083/FTE/SPM-LSK/DES/2017;30984000
00083/FTE/SPM-LSNK/DES/2017;32700000
00083/PTN/SPM-LS PGW/MEI/2017;550000
00083/PTN/SPM-LSK/DES/2017;95343917
00083/PTN/SPM-LSNK/OKT/2017;132600589
00083/W23/SPM-LS PGW/AGU/2017;1291515761
00083/W23/SPM-LSK/OKT/2017;499900000
00083/W23/SPM-LSNK/OKT/2017;49300000
00084/FTE/SPM-LSK/DES/2017;24922500
00084/FTE/SPM-LSNK/DES/2017;25000000
00084/PTN/SPM-LS PGW/MEI/2017;4700000
00084/PTN/SPM-LSK/DES/2017;52966623
00084/PTN/SPM-LSNK/OKT/2017;1710716
00084/W23/SPM-LS PGW/AGU/2017;1192599951
00084/W23/SPM-LSK/OKT/2017;48642000
00084/W23/SPM-LSNK/OKT/2017;99839998
00085/FTE/SPM-LSK/DES/2017;25870000
00085/FTE/SPM-LSNK/DES/2017;14850000
00085/PTN/SPM-LS PGW/MEI/2017;8350000
00085/PTN/SPM-LSK/DES/2017;75295000
00085/PTN/SPM-LSNK/OKT/2017;2961005
00085/W23/SPM-LS PGW/AGU/2017;7111765
00085/W23/SPM-LSK/OKT/2017;372834000
00085/W23/SPM-LSNK/OKT/2017;241712771
00086/FTE/SPM-LSK/DES/2017;26423000
00086/FTE/SPM-LSNK/DES/2017;17500000
00086/PTN/SPM-LS PGW/MEI/2017;6050000
00086/PTN/SPM-LSK/DES/2017;59000000
00086/PTN/SPM-LSNK/OKT/2017;14590740
00086/W23/SPM-LS PGW/AGU/2017;704022991
00086/W23/SPM-LSK/OKT/2017;153516000
00086/W23/SPM-LSNK/OKT/2017;22944000
00087/FTE/SPM-LSK/DES/2017;42388500
00087/FTE/SPM-LSNK/DES/2017;16800000
00087/PTN/SPM-LS PGW/MEI/2017;4225000
00087/PTN/SPM-LSK/DES/2017;113516000
00087/PTN/SPM-LSNK/OKT/2017;16474620
00087/W23/SPM-LS PGW/AGU/2017;998912148
00087/W23/SPM-LSK/OKT/2017;36883200
00087/W23/SPM-LSNK/OKT/2017;23100000
00088/FTE/SPM-LSK/DES/2017;24951500
00088/FTE/SPM-LSNK/DES/2017;125000000
00088/PTN/SPM-LS PGW/MEI/2017;2725000
00088/PTN/SPM-LSK/DES/2017;328770800
00088/PTN/SPM-LSNK/OKT/2017;30917820
00088/W23/SPM-LS PGW/AGU/2017;1716320797
00088/W23/SPM-LSK/OKT/2017;196894000
00088/W23/SPM-LSNK/OKT/2017;35697500
00089/FTE/SPM-LSK/DES/2017;41506000
00089/FTE/SPM-LSNK/DES/2017;1925000
00089/PTN/SPM-LS PGW/MEI/2017;109475000
00089/PTN/SPM-LSK/DES/2017;182560000
00089/PTN/SPM-LSNK/OKT/2017;383767
00089/W23/SPM-LS PGW/AGU/2017;9781053
00089/W23/SPM-LSK/OKT/2017;53666624
00089/W23/SPM-LSNK/OKT/2017;31112500
00090/FTE/SPM-LSK/DES/2017;34498500
00090/FTE/SPM-LSNK/DES/2017;13900000
00090/PTN/SPM-LS PGW/MEI/2017;43650000
00090/PTN/SPM-LSK/DES/2017;158438450
00090/PTN/SPM-LSNK/OKT/2017;3218495
00090/W23/SPM-LS PGW/AGU/2017;836490452
00090/W23/SPM-LSK/OKT/2017;390730560
00090/W23/SPM-LSNK/OKT/2017;2500000
00091/FTE/SPM-LSK/DES/2017;33194000
00091/FTE/SPM-LSNK/DES/2017;132350000
00091/PTN/SPM-LS PGW/MEI/2017;18100000
00091/PTN/SPM-LSK/DES/2017;197371000
00091/PTN/SPM-LSNK/OKT/2017;1151404089
00091/W23/SPM-LS PGW/AGU/2017;62352760
00091/W23/SPM-LSK/NOV/2017;83800640
00091/W23/SPM-LSNK/OKT/2017;2500000
00092/FTE/SPM-LSK/DES/2017;33157500
00092/FTE/SPM-LSNK/DES/2017;42967920
00092/PTN/SPM-LS PGW/MEI/2017;6850000
00092/PTN/SPM-LSK/DES/2017;67100000
00092/PTN/SPM-LSNK/OKT/2017;9855713
00092/W23/SPM-LS PGW/AGU/2017;629709967
00092/W23/SPM-LSK/NOV/2017;307500000
00092/W23/SPM-LSNK/OKT/2017;28620000
00093/FTE/SPM-LSK/DES/2017;31162000
00093/FTE/SPM-LSNK/DES/2017;22351960
00093/PTN/SPM-LS PGW/MEI/2017;20586340
00093/PTN/SPM-LSK/DES/2017;80648700
00093/PTN/SPM-LSNK/OKT/2017;855609
00093/W23/SPM-LS PGW/AGU/2017;778619730
00093/W23/SPM-LSK/NOV/2017;192913400
00093/W23/SPM-LSNK/OKT/2017;101484383
00094/FTE/SPM-LSK/DES/2017;46581500
00094/FTE/SPM-LSNK/DES/2017;45837000
00094/PTN/SPM-LS PGW/MEI/2017;450000
00094/PTN/SPM-LSK/DES/2017;208355000
00094/PTN/SPM-LSNK/OKT/2017;579636
00094/W23/SPM-LS PGW/AGU/2017;45422656
00094/W23/SPM-LSK/NOV/2017;26803414
00094/W23/SPM-LSNK/OKT/2017;154138518
00095/FTE/SPM-LSK/DES/2017;30622500
00095/PTN/SPM-LS PGW/MEI/2017;6450000
00095/PTN/SPM-LSK/DES/2017;216000000
00095/PTN/SPM-LSNK/OKT/2017;915421
00095/W23/SPM-LS PGW/AGU/2017;1192591481
00095/W23/SPM-LSK/NOV/2017;344458200
00095/W23/SPM-LSNK/OKT/2017;24375000
00096/FTE/SPM-LSK/DES/2017;191597800
00096/PTN/SPM-LS PGW/MEI/2017;19650000
00096/PTN/SPM-LSK/DES/2017;94647040
00096/W23/SPM-LS PGW/AGU/2017;713878385
00096/W23/SPM-LSK/NOV/2017;290154000
00096/W23/SPM-LSNK/OKT/2017;23750000
00097/FTE/SPM-LSK/DES/2017;40301000
00097/PTN/SPM-LS PGW/MEI/2017;22875000
00097/PTN/SPM-LSK/DES/2017;96805000
00097/PTN/SPM-LSNK/OKT/2017;1527577
00097/W23/SPM-LS PGW/AGU/2017;217699187
00097/W23/SPM-LSK/NOV/2017;187323000
00097/W23/SPM-LSNK/OKT/2017;242301821
00098/FTE/SPM-LSK/DES/2017;25967500
00098/PTN/SPM-LS PGW/MEI/2017;34300000
00098/PTN/SPM-LSK/DES/2017;84044000
00098/PTN/SPM-LSNK/OKT/2017;434500
00098/W23/SPM-LS PGW/SEP/2017;7111765
00098/W23/SPM-LSK/NOV/2017;451651200
00098/W23/SPM-LSNK/OKT/2017;31112500
00099/FTE/SPM-LSK/DES/2017;24922500
00099/PTN/SPM-LS PGW/MEI/2017;15625000
00099/PTN/SPM-LSK/DES/2017;103233000
00099/PTN/SPM-LSNK/OKT/2017;8605000
00099/W23/SPM-LS PGW/SEP/2017;460437632
00099/W23/SPM-LSK/NOV/2017;290089800
00099/W23/SPM-LSNK/OKT/2017;35697500
00100/FTE/SPM-LSK/DES/2017;33194000
00100/PTN/SPM-LS PGW/MEI/2017;19300000
00100/PTN/SPM-LSK/DES/2017;151295000
00100/PTN/SPM-LSNK/OKT/2017;47200000
00100/W23/SPM-LS PGW/SEP/2017;464819381
00100/W23/SPM-LSK/NOV/2017;1067500000
00100/W23/SPM-LSNK/OKT/2017;21450000
00101/FTE/SPM-LSK/DES/2017;85681900
00101/PTN/SPM-LS PGW/MEI/2017;19675000
00101/PTN/SPM-LSK/DES/2017;80101000
00101/PTN/SPM-LSNK/OKT/2017;20267500
00101/W23/SPM-LS PGW/SEP/2017;7575789
00101/W23/SPM-LSK/NOV/2017;140500000
00101/W23/SPM-LSNK/OKT/2017;7560000
00102/FTE/SPM-LSK/DES/2017;354000000
00102/PTN/SPM-LS PGW/MEI/2017;53850000
00102/PTN/SPM-LSK/DES/2017;182560000
00102/PTN/SPM-LSNK/OKT/2017;6388068
00102/W23/SPM-LS PGW/SEP/2017;14620296
00102/W23/SPM-LSK/NOV/2017;62525000
00102/W23/SPM-LSNK/OKT/2017;20400000
00103/FTE/SPM-LSK/DES/2017;52520000
00103/PTN/SPM-LS PGW/MEI/2017;95913420
00103/PTN/SPM-LSK/DES/2017;97650000
